Initializing Qwen Client with model: qwen3-vl-8b-instruct
Using Data Root: /ceph/hpc/home/euweihez/topcon/d2025d08-005-users/data_src/balanced/balanced_th/th/balanced_theory
--- SHARD INFO ---
Job ID: 1 / 4
Processing indices: 494 to 988 (Total: 494 papers)
[HANfmG6tQK] figure_42.jpg -> classified as: Plots / Charts
[HANfmG6tQK] figure_46.jpg -> classified as: Plots / Charts
[HANfmG6tQK] figure_39.jpg -> classified as: Plots / Charts
[HANfmG6tQK] figure_22.jpg -> classified as: Plots / Charts
[HANfmG6tQK] figure_28.jpg -> classified as: Plots / Charts
[HANfmG6tQK] figure_18.jpg -> classified as: Plots / Charts
[HANfmG6tQK] figure_13.jpg -> classified as: Plots / Charts
[HANfmG6tQK] figure_15.jpg -> classified as: Plots / Charts
[HANfmG6tQK] figure_55.jpg -> classified as: Plots / Charts
[HANfmG6tQK] figure_2.jpg -> classified as: Plots / Charts
[HANfmG6tQK] figure_38.jpg -> classified as: Plots / Charts
[HANfmG6tQK] figure_20.jpg -> classified as: Plots / Charts
[HANfmG6tQK] figure_67.jpg -> classified as: Plots / Charts
[HANfmG6tQK] figure_53.jpg -> classified as: Plots / Charts
[HANfmG6tQK] figure_11.jpg -> classified as: Plots / Charts
[HANfmG6tQK] figure_60.jpg -> classified as: Plots / Charts
[HANfmG6tQK] figure_35.jpg -> classified as: Plots / Charts
[HANfmG6tQK] figure_58.jpg -> classified as: Plots / Charts
[HANfmG6tQK] figure_50.jpg -> classified as: Plots / Charts
[HANfmG6tQK] figure_52.jpg -> classified as: Plots / Charts
[HANfmG6tQK] figure_34.jpg -> classified as: Plots / Charts
[HANfmG6tQK] figure_49.jpg -> classified as: Plots / Charts
[HANfmG6tQK] figure_3.jpg -> classified as: Plots / Charts
[HANfmG6tQK] figure_33.jpg -> classified as: Plots / Charts
[HANfmG6tQK] figure_4.jpg -> classified as: Plots / Charts
[HANfmG6tQK] figure_36.jpg -> classified as: Plots / Charts
[HANfmG6tQK] figure_72.jpg -> classified as: Plots / Charts
[HANfmG6tQK] figure_40.jpg -> classified as: Plots / Charts
[HANfmG6tQK] figure_31.jpg -> classified as: Plots / Charts
[HANfmG6tQK] figure_17.jpg -> classified as: Plots / Charts
[HANfmG6tQK] figure_73.jpg -> classified as: Plots / Charts
[HANfmG6tQK] figure_45.jpg -> classified as: Plots / Charts
[HANfmG6tQK] figure_65.jpg -> classified as: Plots / Charts
[HANfmG6tQK] figure_41.jpg -> classified as: Plots / Charts
[HANfmG6tQK] figure_48.jpg -> classified as: Plots / Charts
[HANfmG6tQK] figure_1.jpg -> classified as: Plots / Charts
[HANfmG6tQK] figure_59.jpg -> classified as: Plots / Charts
[HANfmG6tQK] figure_27.jpg -> classified as: Plots / Charts
[HANfmG6tQK] figure_70.jpg -> classified as: Plots / Charts
[HANfmG6tQK] figure_37.jpg -> classified as: Plots / Charts
[HANfmG6tQK] figure_8.jpg -> classified as: Plots / Charts
[HANfmG6tQK] figure_51.jpg -> classified as: Plots / Charts
[HANfmG6tQK] figure_12.jpg -> classified as: Plots / Charts
[HANfmG6tQK] figure_25.jpg -> classified as: Plots / Charts
[HANfmG6tQK] figure_56.jpg -> classified as: Plots / Charts
[HANfmG6tQK] figure_21.jpg -> classified as: Plots / Charts
[HANfmG6tQK] figure_26.jpg -> classified as: Plots / Charts
[HANfmG6tQK] figure_74.jpg -> classified as: Plots / Charts
[HANfmG6tQK] figure_14.jpg -> classified as: Plots / Charts
[HANfmG6tQK] figure_32.jpg -> classified as: Plots / Charts
[HANfmG6tQK] figure_16.jpg -> classified as: Plots / Charts
[HANfmG6tQK] figure_66.jpg -> classified as: Plots / Charts
[HANfmG6tQK] figure_10.jpg -> classified as: Plots / Charts
[HD5Y7M8Xdk] figure_5.jpg -> classified as: Plots / Charts
[HD5Y7M8Xdk] figure_6.jpg -> classified as: Qualitative Examples
[HD5Y7M8Xdk] figure_9.jpg -> classified as: Plots / Charts
[HD5Y7M8Xdk] figure_2.jpg -> classified as: Plots / Charts
[HD5Y7M8Xdk] figure_7.jpg -> classified as: Plots / Charts
[HD5Y7M8Xdk] figure_3.jpg -> classified as: Plots / Charts
[HD5Y7M8Xdk] figure_4.jpg -> classified as: Plots / Charts
[HD5Y7M8Xdk] figure_1.jpg -> classified as: Plots / Charts
[HD5Y7M8Xdk] figure_8.jpg -> classified as: Plots / Charts
[HE5JmwniHm] figure_2.jpg -> classified as: Plots / Charts
[HE5JmwniHm] figure_3.jpg -> classified as: Plots / Charts
[HE5JmwniHm] figure_4.jpg -> classified as: Plots / Charts
[HE5JmwniHm] figure_1.jpg -> classified as: Plots / Charts
[HGCk5aaSvE] figure_S1.jpg -> classified as: Plots / Charts
[HGCk5aaSvE] figure_S2.jpg -> classified as: Plots / Charts
[HGCk5aaSvE] figure_2.jpg -> classified as: Plots / Charts
[HGCk5aaSvE] figure_3.jpg -> classified as: Plots / Charts
[HGCk5aaSvE] figure_S4.jpg -> classified as: Plots / Charts
[HGCk5aaSvE] figure_4.jpg -> classified as: Plots / Charts
[HGCk5aaSvE] figure_1.jpg -> classified as: Architecture Diagram
[HGCk5aaSvE] figure_S3.jpg -> classified as: Plots / Charts
[HL5P4H8eO2] figure_5.jpg -> classified as: Plots / Charts
[HL5P4H8eO2] figure_6.jpg -> classified as: Plots / Charts
[HL5P4H8eO2] figure_2.jpg -> classified as: Architecture Diagram
[HL5P4H8eO2] figure_7.jpg -> classified as: Plots / Charts
[HL5P4H8eO2] figure_3.jpg -> classified as: Plots / Charts
[HL5P4H8eO2] figure_4.jpg -> classified as: Plots / Charts
[HL5P4H8eO2] figure_1.jpg -> classified as: Architecture Diagram
[HL5P4H8eO2] figure_8.jpg -> classified as: Qualitative Examples
[HMe5CJv9dQ] figure_2.jpg -> classified as: Plots / Charts
[HMe5CJv9dQ] figure_3.jpg -> classified as: Plots / Charts
[HMe5CJv9dQ] figure_4.jpg -> classified as: Plots / Charts
[HMe5CJv9dQ] figure_1.jpg -> classified as: Plots / Charts
[HSi4VetQLj] figure_5.jpg -> classified as: Plots / Charts
[HSi4VetQLj] figure_6.jpg -> classified as: Plots / Charts
[HSi4VetQLj] figure_9.jpg -> classified as: Plots / Charts
[HSi4VetQLj] figure_11.jpg -> classified as: Architecture Diagram
[HSi4VetQLj] figure_7.jpg -> classified as: Plots / Charts
[HSi4VetQLj] figure_3.jpg -> classified as: Plots / Charts
[HSi4VetQLj] figure_4.jpg -> classified as: Plots / Charts
[HSi4VetQLj] figure_1.jpg -> classified as: Qualitative Examples
[HSi4VetQLj] figure_8.jpg -> classified as: Plots / Charts
[HSi4VetQLj] figure_10.jpg -> classified as: Qualitative Examples
[HVFMooKrHX] figure_(b)_Out-of-distribution_error.jpg -> classified as: Plots / Charts
[HVFMooKrHX] figure_2.jpg -> classified as: Plots / Charts
[HaLxcQ6OOm] figure_5.jpg -> classified as: Plots / Charts
[HaLxcQ6OOm] figure_6.jpg -> classified as: Plots / Charts
[HaLxcQ6OOm] figure_2.jpg -> classified as: Plots / Charts
[HaLxcQ6OOm] figure_3.jpg -> classified as: Plots / Charts
[HaLxcQ6OOm] figure_4.jpg -> classified as: Plots / Charts
[HaLxcQ6OOm] figure_1.jpg -> classified as: Other
  -> Skipping second pass (Other)
[HdAoLSBYXj] figure_2.jpg -> classified as: Plots / Charts
[HdAoLSBYXj] figure_3.jpg -> classified as: Plots / Charts
[HdAoLSBYXj] figure_4.jpg -> classified as: Plots / Charts
[HhVns87e74] figure_1.jpg -> classified as: Plots / Charts
[HjfvnxaU5k] figure_2.jpg -> classified as: Plots / Charts
[HjfvnxaU5k] figure_3.jpg -> classified as: Plots / Charts
[HjfvnxaU5k] figure_1.jpg -> classified as: Architecture Diagram
[HkibCOnsEv] figure_6.jpg -> classified as: Plots / Charts
[HkibCOnsEv] figure_9.jpg -> classified as: Plots / Charts
[HkibCOnsEv] figure_2.jpg -> classified as: Architecture Diagram
[HkibCOnsEv] figure_7.jpg -> classified as: Plots / Charts
[HkibCOnsEv] figure_1.jpg -> classified as: Plots / Charts
[HkibCOnsEv] figure_8.jpg -> classified as: Plots / Charts
[Hm7RYDspQP] figure_5.jpg -> classified as: Qualitative Examples
[Hm7RYDspQP] figure_6.jpg -> classified as: Plots / Charts
[Hm7RYDspQP] figure_2.jpg -> classified as: Plots / Charts
[Hm7RYDspQP] figure_7.jpg -> classified as: Architecture Diagram
[Hm7RYDspQP] figure_3.jpg -> classified as: Architecture Diagram
[Hm7RYDspQP] figure_4.jpg -> classified as: Architecture Diagram
[Hm7RYDspQP] figure_1.jpg -> classified as: Architecture Diagram
[Hm7RYDspQP] figure_8.jpg -> classified as: Qualitative Examples
[HoQbynIkh2] figure_2.jpg -> classified as: Plots / Charts
[HoQbynIkh2] figure_3.jpg -> classified as: Plots / Charts
[HoQbynIkh2] figure_4.jpg -> classified as: Plots / Charts
[HoQbynIkh2] figure_1.jpg -> classified as: Plots / Charts
[HodMKbJkl3] figure_2.jpg -> classified as: Plots / Charts
[HodMKbJkl3] figure_3.jpg -> classified as: Plots / Charts
[HodMKbJkl3] figure_1.jpg -> classified as: Plots / Charts
[HrRKc9ei7h] figure_5.jpg -> classified as: Plots / Charts
[HrRKc9ei7h] figure_6.jpg -> classified as: Plots / Charts
[HrRKc9ei7h] figure_9.jpg -> classified as: Plots / Charts
[HrRKc9ei7h] figure_13.jpg -> classified as: Plots / Charts
[HrRKc9ei7h] figure_15.jpg -> classified as: Plots / Charts
[HrRKc9ei7h] figure_2.jpg -> classified as: Plots / Charts
[HrRKc9ei7h] figure_11.jpg -> classified as: Plots / Charts
[HrRKc9ei7h] figure_7.jpg -> classified as: Plots / Charts
[HrRKc9ei7h] figure_3.jpg -> classified as: Plots / Charts
[HrRKc9ei7h] figure_4.jpg -> classified as: Plots / Charts
[HrRKc9ei7h] figure_1.jpg -> classified as: Plots / Charts
[HrRKc9ei7h] figure_8.jpg -> classified as: Plots / Charts
[HrRKc9ei7h] figure_12.jpg -> classified as: Plots / Charts
[HrRKc9ei7h] figure_14.jpg -> classified as: Plots / Charts
[HrRKc9ei7h] figure_10.jpg -> classified as: Plots / Charts
[Hsf2pDv2Qw] figure_2.jpg -> classified as: Plots / Charts
[Hsf2pDv2Qw] figure_1.jpg -> classified as: Architecture Diagram
[HtS2NUcqtD] figure_2.jpg -> classified as: Plots / Charts
[HtS2NUcqtD] figure_3.jpg -> classified as: Architecture Diagram
[HtS2NUcqtD] figure_4.jpg -> classified as: Architecture Diagram
[HtS2NUcqtD] figure_1.jpg -> classified as: Architecture Diagram
[Hxm0hOxph2] figure_19.jpg -> classified as: Plots / Charts
[Hxm0hOxph2] figure_23.jpg -> classified as: Plots / Charts
[Hxm0hOxph2] figure_24.jpg -> classified as: Plots / Charts
[Hxm0hOxph2] figure_5.jpg -> classified as: Plots / Charts
[Hxm0hOxph2] figure_6.jpg -> classified as: Plots / Charts
[Hxm0hOxph2] figure_9.jpg -> classified as: Plots / Charts
[Hxm0hOxph2] figure_22.jpg -> classified as: Plots / Charts
[Hxm0hOxph2] figure_28.jpg -> classified as: Plots / Charts
[Hxm0hOxph2] figure_18.jpg -> classified as: Plots / Charts
[Hxm0hOxph2] figure_13.jpg -> classified as: Plots / Charts
[Hxm0hOxph2] figure_15.jpg -> classified as: Plots / Charts
[Hxm0hOxph2] figure_2.jpg -> classified as: Plots / Charts
[Hxm0hOxph2] figure_20.jpg -> classified as: Plots / Charts
[Hxm0hOxph2] figure_11.jpg -> classified as: Plots / Charts
[Hxm0hOxph2] figure_7.jpg -> classified as: Plots / Charts
[Hxm0hOxph2] figure_3.jpg -> classified as: Plots / Charts
[Hxm0hOxph2] figure_4.jpg -> classified as: Plots / Charts
[Hxm0hOxph2] figure_17.jpg -> classified as: Plots / Charts
[Hxm0hOxph2] figure_1.jpg -> classified as: Other
  -> Skipping second pass (Other)
[Hxm0hOxph2] figure_27.jpg -> classified as: Plots / Charts
[Hxm0hOxph2] figure_8.jpg -> classified as: Plots / Charts
[Hxm0hOxph2] figure_12.jpg -> classified as: Plots / Charts
[Hxm0hOxph2] figure_25.jpg -> classified as: Plots / Charts
[Hxm0hOxph2] figure_21.jpg -> classified as: Plots / Charts
[Hxm0hOxph2] figure_26.jpg -> classified as: Plots / Charts
[Hxm0hOxph2] figure_14.jpg -> classified as: Plots / Charts
[Hxm0hOxph2] figure_16.jpg -> classified as: Plots / Charts
[Hxm0hOxph2] figure_10.jpg -> classified as: Plots / Charts
[I1quoTXZzc] figure_5.jpg -> classified as: Qualitative Examples
[I1quoTXZzc] figure_6.jpg -> classified as: Plots / Charts
[I1quoTXZzc] figure_9.jpg -> classified as: Plots / Charts
[I1quoTXZzc] figure_2.jpg -> classified as: Plots / Charts
[I1quoTXZzc] figure_11.jpg -> classified as: Plots / Charts
[I1quoTXZzc] figure_7.jpg -> classified as: Plots / Charts
[I1quoTXZzc] figure_3.jpg -> classified as: Qualitative Examples
[I1quoTXZzc] figure_4.jpg -> classified as: Plots / Charts
[I1quoTXZzc] figure_1.jpg -> classified as: Architecture Diagram
[I1quoTXZzc] figure_8.jpg -> classified as: Plots / Charts
[I1quoTXZzc] figure_12.jpg -> classified as: Plots / Charts
[I1quoTXZzc] figure_10.jpg -> classified as: Plots / Charts
[I4Yd9i5FFm] figure_5.jpg -> classified as: Plots / Charts
[I4Yd9i5FFm] figure_2.jpg -> classified as: Qualitative Examples
[I4Yd9i5FFm] figure_3.jpg -> classified as: Plots / Charts
[I4Yd9i5FFm] figure_4.jpg -> classified as: Plots / Charts
[I4Yd9i5FFm] figure_1.jpg -> classified as: Architecture Diagram
[I4fi8dvIZS] figure_5.jpg -> classified as: Plots / Charts
[I4fi8dvIZS] figure_6.jpg -> classified as: Plots / Charts
[I4fi8dvIZS] figure_2.jpg -> classified as: Plots / Charts
[I4fi8dvIZS] figure_7.jpg -> classified as: Plots / Charts
[I4fi8dvIZS] figure_3.jpg -> classified as: Plots / Charts
[I4fi8dvIZS] figure_4.jpg -> classified as: Plots / Charts
[I4fi8dvIZS] figure_1.jpg -> classified as: Plots / Charts
[I4fi8dvIZS] figure_8.jpg -> classified as: Qualitative Examples
[I6UbnkUveF] figure_5.jpg -> classified as: Plots / Charts
[I6UbnkUveF] figure_6.jpg -> classified as: Plots / Charts
[I6UbnkUveF] figure_9.jpg -> classified as: Plots / Charts
[I6UbnkUveF] figure_13.jpg -> classified as: Plots / Charts
[I6UbnkUveF] figure_2.jpg -> classified as: Plots / Charts
[I6UbnkUveF] figure_11.jpg -> classified as: Plots / Charts
[I6UbnkUveF] figure_7.jpg -> classified as: Plots / Charts
[I6UbnkUveF] figure_3.jpg -> classified as: Plots / Charts
[I6UbnkUveF] figure_4.jpg -> classified as: Plots / Charts
[I6UbnkUveF] figure_1.jpg -> classified as: Plots / Charts
[I6UbnkUveF] figure_8.jpg -> classified as: Architecture Diagram
[I6UbnkUveF] figure_12.jpg -> classified as: Plots / Charts
[I6UbnkUveF] figure_14.jpg -> classified as: Plots / Charts
[I6UbnkUveF] figure_10.jpg -> classified as: Plots / Charts
[I8af9JdQTy] figure_2.jpg -> classified as: Plots / Charts
[I8af9JdQTy] figure_1.jpg -> classified as: Plots / Charts
[I9Dsq0cVo9] figure_5.jpg -> classified as: Qualitative Examples
[I9Dsq0cVo9] figure_6.jpg -> classified as: Plots / Charts
[I9Dsq0cVo9] figure_9.jpg -> classified as: Plots / Charts
[I9Dsq0cVo9] figure_2.jpg -> classified as: Plots / Charts
[I9Dsq0cVo9] figure_11.jpg -> classified as: Qualitative Examples
[I9Dsq0cVo9] figure_7.jpg -> classified as: Plots / Charts
[I9Dsq0cVo9] figure_3.jpg -> classified as: Plots / Charts
[I9Dsq0cVo9] figure_4.jpg -> classified as: Plots / Charts
[I9Dsq0cVo9] figure_1.jpg -> classified as: Plots / Charts
[I9Dsq0cVo9] figure_8.jpg -> classified as: Plots / Charts
[I9Dsq0cVo9] figure_10.jpg -> classified as: Other
  -> Skipping second pass (Other)
[I9aemDuy5b] figure_5.jpg -> classified as: Plots / Charts
[I9aemDuy5b] figure_6.jpg -> classified as: Plots / Charts
[I9aemDuy5b] figure_9.jpg -> classified as: Plots / Charts
[I9aemDuy5b] figure_13.jpg -> classified as: Plots / Charts
[I9aemDuy5b] figure_2.jpg -> classified as: Plots / Charts
[I9aemDuy5b] figure_11.jpg -> classified as: Plots / Charts
[I9aemDuy5b] figure_7.jpg -> classified as: Plots / Charts
[I9aemDuy5b] figure_3.jpg -> classified as: Plots / Charts
[I9aemDuy5b] figure_4.jpg -> classified as: Plots / Charts
[I9aemDuy5b] figure_1.jpg -> classified as: Plots / Charts
[I9aemDuy5b] figure_8.jpg -> classified as: Plots / Charts
[I9aemDuy5b] figure_12.jpg -> classified as: Plots / Charts
[I9aemDuy5b] figure_10.jpg -> classified as: Plots / Charts
[IANtNtNpYd] figure_2.jpg -> classified as: Plots / Charts
[IANtNtNpYd] figure_1.jpg -> classified as: Plots / Charts
[IDxZhXrpNf] figure_5.jpg -> classified as: Plots / Charts
[IDxZhXrpNf] figure_6.jpg -> classified as: Plots / Charts
[IDxZhXrpNf] figure_2.jpg -> classified as: Plots / Charts
[IDxZhXrpNf] figure_7.jpg -> classified as: Plots / Charts
[IDxZhXrpNf] figure_3.jpg -> classified as: Plots / Charts
[IDxZhXrpNf] figure_4.jpg -> classified as: Plots / Charts
[IDxZhXrpNf] figure_1.jpg -> classified as: Plots / Charts
[IF0Q9KY3p2] figure_5.jpg -> classified as: Plots / Charts
[IF0Q9KY3p2] figure_6.jpg -> classified as: Plots / Charts
[IF0Q9KY3p2] figure_9.jpg -> classified as: Plots / Charts
[IF0Q9KY3p2] figure_2.jpg -> classified as: Plots / Charts
[IF0Q9KY3p2] figure_7.jpg -> classified as: Plots / Charts
[IF0Q9KY3p2] figure_3.jpg -> classified as: Plots / Charts
[IF0Q9KY3p2] figure_4.jpg -> classified as: Plots / Charts
[IF0Q9KY3p2] figure_1.jpg -> classified as: Plots / Charts
[IF0Q9KY3p2] figure_8.jpg -> classified as: Plots / Charts
[II0OENWgi8] figure_A_2.jpg -> classified as: Plots / Charts
[II0OENWgi8] figure_A.jpg -> classified as: Plots / Charts
[II0OENWgi8] figure_5.jpg -> classified as: Plots / Charts
[II0OENWgi8] figure_A_9.jpg -> classified as: Plots / Charts
[II0OENWgi8] figure_A_3.jpg -> classified as: Plots / Charts
[II0OENWgi8] figure_A_12.jpg -> classified as: Plots / Charts
[II0OENWgi8] figure_A_10.jpg -> classified as: Plots / Charts
[II0OENWgi8] figure_2.jpg -> classified as: Plots / Charts
[II0OENWgi8] figure_A_6.jpg -> classified as: Plots / Charts
[II0OENWgi8] figure_F.jpg -> classified as: Plots / Charts
[II0OENWgi8] figure_A_8.jpg -> classified as: Plots / Charts
[II0OENWgi8] figure_A_7.jpg -> classified as: Plots / Charts
[II0OENWgi8] figure_A_1.jpg -> classified as: Plots / Charts
[II0OENWgi8] figure_A_5.jpg -> classified as: Plots / Charts
[II0OENWgi8] figure_3.jpg -> classified as: Plots / Charts
[II0OENWgi8] figure_4.jpg -> classified as: Plots / Charts
[II0OENWgi8] figure_2_1.jpg -> classified as: Plots / Charts
[II0OENWgi8] figure_1.jpg -> classified as: Architecture Diagram
[II0OENWgi8] figure_A_4.jpg -> classified as: Plots / Charts
[II0OENWgi8] figure_A_13.jpg -> classified as: Plots / Charts
[II0OENWgi8] figure_A_11.jpg -> classified as: Plots / Charts
[II0OENWgi8] figure_A_14.jpg -> classified as: Plots / Charts
[II81zQUS1x] figure_5.jpg -> classified as: Plots / Charts
[II81zQUS1x] figure_6.jpg -> classified as: Plots / Charts
[II81zQUS1x] figure_2.jpg -> classified as: Plots / Charts
[II81zQUS1x] figure_7.jpg -> classified as: Plots / Charts
[II81zQUS1x] figure_3.jpg -> classified as: Plots / Charts
[II81zQUS1x] figure_4.jpg -> classified as: Plots / Charts
[II81zQUS1x] figure_1.jpg -> classified as: Plots / Charts
[INzc851YaM] figure_6_1.jpg -> classified as: Plots / Charts
[INzc851YaM] figure_5.jpg -> classified as: Plots / Charts
[INzc851YaM] figure_6.jpg -> classified as: Plots / Charts
[INzc851YaM] figure_2.jpg -> classified as: Architecture Diagram
[INzc851YaM] figure_3.jpg -> classified as: Plots / Charts
[INzc851YaM] figure_4.jpg -> classified as: Plots / Charts
[INzc851YaM] figure_1.jpg -> classified as: Architecture Diagram
[IQDSUpp69I] figure_2.jpg -> classified as: Plots / Charts
[IQDSUpp69I] figure_1.jpg -> classified as: Plots / Charts
[IS6usp1u2X] figure_5.jpg -> classified as: Plots / Charts
[IS6usp1u2X] figure_6.jpg -> classified as: Plots / Charts
[IS6usp1u2X] figure_9.jpg -> classified as: Plots / Charts
[IS6usp1u2X] figure_2.jpg -> classified as: Qualitative Examples
[IS6usp1u2X] figure_7.jpg -> classified as: Plots / Charts
[IS6usp1u2X] figure_3.jpg -> classified as: Qualitative Examples
[IS6usp1u2X] figure_4.jpg -> classified as: Plots / Charts
[IS6usp1u2X] figure_1.jpg -> classified as: Plots / Charts
[IS6usp1u2X] figure_8.jpg -> classified as: Plots / Charts
[IZbthMfqad] figure_5.jpg -> classified as: Plots / Charts
[IZbthMfqad] figure_6.jpg -> classified as: Plots / Charts
[IZbthMfqad] figure_2.jpg -> classified as: Plots / Charts
[IZbthMfqad] figure_3.jpg -> classified as: Plots / Charts
[IZbthMfqad] figure_4.jpg -> classified as: Plots / Charts
[IZbthMfqad] figure_1.jpg -> classified as: Plots / Charts
[IaFAvyaBOc] figure_5.jpg -> classified as: Plots / Charts
[IaFAvyaBOc] figure_6.jpg -> classified as: Plots / Charts
[IaFAvyaBOc] figure_9.jpg -> classified as: Plots / Charts
[IaFAvyaBOc] figure_2.jpg -> classified as: Plots / Charts
[IaFAvyaBOc] figure_7.jpg -> classified as: Plots / Charts
[IaFAvyaBOc] figure_3.jpg -> classified as: Plots / Charts
[IaFAvyaBOc] figure_4.jpg -> classified as: Plots / Charts
[IaFAvyaBOc] figure_1.jpg -> classified as: Architecture Diagram
[IaFAvyaBOc] figure_8.jpg -> classified as: Plots / Charts
[IaFAvyaBOc] figure_10.jpg -> classified as: Plots / Charts
[IcNzKiB8CP] figure_5.jpg -> classified as: Plots / Charts
[IcNzKiB8CP] figure_6.jpg -> classified as: Plots / Charts
[IcNzKiB8CP] figure_2.jpg -> classified as: Plots / Charts
[IcNzKiB8CP] figure_7.jpg -> classified as: Architecture Diagram
[IcNzKiB8CP] figure_3.jpg -> classified as: Plots / Charts
[IcNzKiB8CP] figure_4.jpg -> classified as: Plots / Charts
[IcNzKiB8CP] figure_1.jpg -> classified as: Qualitative Examples
[IcovaKGyMp] figure_D_IMPACT_OF.jpg -> classified as: Plots / Charts
[IcovaKGyMp] figure_6.jpg -> classified as: Plots / Charts
[IcovaKGyMp] figure_2.jpg -> classified as: Plots / Charts
[IcovaKGyMp] figure_3.jpg -> classified as: Plots / Charts
[IcovaKGyMp] figure_4.jpg -> classified as: Plots / Charts
[IcovaKGyMp] figure_1.jpg -> classified as: Architecture Diagram
[IiAckbuccF] figure_5.jpg -> classified as: Plots / Charts
[IiAckbuccF] figure_6.jpg -> classified as: Architecture Diagram
[IiAckbuccF] figure_9.jpg -> classified as: Plots / Charts
[IiAckbuccF] figure_18.jpg -> classified as: Plots / Charts
